,Document,Topic,Name,Top_n_words,Probability,Representative_document
199,order support repatriation effort indigo operate charter evacuation flight part operation kaveri conduct government respectively airline operate flight bring indian citizen back homeland weekend airline operate flight aircraft closely liaise government offer support evacuation flight indian armed force also ramp rescue effort step evacuation effort third warship in tarkash join operation in tarkash evacuate enroute jeddah,7,7_indian_sudan_evacuation_say,indian - sudan - evacuation - say - citizen - security - situation - flight - government - conflict,1.0,False
200,presidential candidate speak age attempt subvert campaign predict live end second term announcement presidential run haley claim president likely die year criticize decision run election think clear say matter fact vote really count say interview report idea make year old think likely add haley suggest politician require take mental competency test contest see give age competence prime importance old history officially announce election campaign vice haley comment age president turn end second term elect,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
201,police tell register sharan face charge sexual harassment group protest wrestler lead say continue long wrestling sideline president arrest put behind bar wrestler up ante demand arrest also want strip official privilege include termination membership modi believe provide relief trust judiciary faith delhi police government appoint committee demand honourable prime modi remove strip constitutional post tell mediapersons vinesh reign cwg champion say worried probe agency file proper fir bid protect also request government provide adequate security protest wrestler well complainant include minor female athlete fear live aide trust delhi police take day register fir police lose faith fear file loose proper fir ideally arrest put bar much early sort happen add react sharply comment question government oversight committee fairness probe allegation sexual harassment sport say member probe panel give full opportunity stakeholder include protest wrestler express view statement also corroborate person name disposition,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.8337319160464701,False
202,retail inflation base consumer price index cpi jump month high make necessary government step tame rise accord report reuters consider reduce taxis item maize fuel response central bank recommendation help rein soar inflation however final call take cpi number release report say quote source number already fuel speculation rate hike retail inflation upper target limit first time last year tax cut tame inflation datum release ministry statitic plan implementation mospi early week price milk cereal maize soy oil fuel continue remain high add worry term import maize attract basic duty hence reduce import duty help bring price say term oil import almost requirement cut taxis central government push pump operator pass benefit retail consumer help bring inflation even global crude oil price ease stabilise recent month fuel company pass low import cost consumer company try make previous loss recommendation central bank usual practice second source quote reuter say way government rbi coordinate create stable macroeconomic environment fuel maize part duty probably wait least print decide add measure adopt first time centre consider slash excise duty taxis tame rise inflation last year retail inflation scale year high wholesale inflation cross wake rbi move hike repo rate cycle meet central bank constantly hike key lending rate bid curb rise price addition government slash excise duty petrol rs diesel rs litre global crude oil price soar record high government also reduce import duty key raw material input steel plastic industry reduce cost pressure feel result geopolitical crisis also set limit lakh tonne sugar export ensure adequate stock tonne sugar export permit curb extend government also slap ban wheat export maintain food security cool price,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.9259632019900199,False
203,yet major counter insurgency operation pradesh state police gun woman member district night carry combined bounty rs lakh want police multiple state maoist kill last year accord senior police officer team police hawk force set intercept maoist receive specific intelligence movement region encounter take place km district headquarters less km border state police headquarters confirm hawk force shoot dead bhoramdeo dalam currently vistar want kabeer recently shift vistar dalam rifle live cartridge ration find encounter site second major operation maoist include woman shoot dead encounter report kadla village police km away decease identify manoj ramu member divisional committee member member police seize weapon spot nagesh carry bounty lakh native gadchiroli involve many incident violence include last month manoj bastar rame sukma accord officer first time find maoist say officer maoist kill forest worker national park district police shoot dead maoist leader kanha region adjoining chhattisgarh firearm recover spot state police kill maoist last year encounter demonstrate government commitment eliminate maoist presence state,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.9308195198354849,False
204,issue show notice former level allegation accuse harass discriminate issue show seek explanation short time show notice come hour file complaint police station guwahati however police yet register case top source tell issue show notice give day time source also say early issue show last year take twitter say iycpresident continually harass discriminate basis gender value education allow anymore leadership play deaf ear bring front many time priyankagandhi generation congressman contest internal organisation twice make beat pol keep quiet sake party harassment stop srinivas say tweet add face discrimination month enquiry initiate ask keep mum,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.9247859624406528,False
205,announce offload additional lakh tonne wheat open market bring price wheat wheat flour announce sale lakh tonne wheat open market buffer stock check rise price wheat wheat flour atta accord official statement government decide state own food corporation offload additional quantity lakh tonne wheat open market open market sale scheme oms stock sale auction flour mill private trader bulk buyer manufacture wheat product proposal sell stock open market take group minister source say far lakh tonne lakh tonne wheat decide offload reduction reserve price additional offload lakh tonne wheat collectively help reduce market price wheat wheat product consumer statement say,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.7902936081360392,False
206,dream come true golden word come hang cricket boot word seem apt mumbai yashasvi quintessential rag riches tale inspiration many pani millionaire hot pick recently conclude auction hold yashasvi currently campaign pick royal hefty season happy big opportunity give well tell timesofindia com exclusive interview yashasvi earn well deserved deal edition ipl champion due determination field onslaught willow vijay hazare trophy hold smash blister ball include six boundary feat become young batsman score double century list cricket score total run match innings average century season also hit four six tournament uttar pradesh sell live tent mumbai make end meet hurdle stop wonder kid chase cricket dream come mumbai run paint shop money enough make cricketer say use watch cricketer play azad maidan use go day sell day meet sir request many day give chance play fine day come say play today say perform well today give tent stay struggle big opportunity start journey year old say thank perform match get tent say want play cricket want spend life yard cricket life youngster say thankful coach support lot career give cricket equipment also ask stay place money support do ask say family happy happy see grow always want make proud always proud tell timesofindia com follow ball time ahead upcoming get chance learn game rahul tutelage youngster bag full depart event ball time learnt rahul always say treat ball important tell lack problem face solution great mentor honestly game improve lot guidance say congratulate hug call say want go perform country work lot fitness train well practice train rahul sir take lot tip sure bring home year old say meeting leave hander take inspiration batting maestro watch batting video closely help take game different level want excel art playing cover straight drive way use career admire meet number time presence enough motivate inspiration learn lot say ask prepare ahead big game say live present happen last match leave behind score ton duck forget move live present game improve word always etch mind thing always motivate lot say photo watch batting video balance shot selection watch closely also help lot practice take time watch batting video play type wicket dominate opposition try learn bat different condition track add generally watch knock test score double century play single cover drive learn sachin sir love learn art playing cover straight drive say pep change approach sport enjoy bat love score many run team ultimate aim bat long possible tell timesofindia com love present perform well last match think concentrate match ahead short game time mantra drive forward sign,6,6_run_ball_team_game,run - ball - team - game - play - match - ipl - score - wicket - century,0.9351177406326944,False
207,hold bilateral talk chinese ahead meet national capital defence minister country hold bilateral talk deadly clash talk expect focusse protract standoff severely strain tie country talk expect discuss progress military diplomatic talk resolve fester recently hold round commander level meeting chushul border meeting point chinese side meeting side agree maintain security stability grind western sector military talk come around month last round dialogue senior army commander side minister meeting participate meet found main goal sco strengthen mutual trust good neighborliness member state promote effective cooperation political trade economic area many country member sco member state full member sco observer state interested accede full membership dialogue partner,4,4_say_minister_visit_shah,say - minister - visit - shah - meeting - also - prime - democracy - new - country,1.0,False
208,indian citizen evacuate violence hit sudan bring back home government operation kaveri people arrive new aircraft batch indian bring bengaluru total number indian bring back troubled african nation official datum people bring home set transit camp evacuee first batch evacuee bring new delhi commercial plane batch evacuee arrive mumbai kaveri rescue citizen bus conflict zone troubled area port sudan take bring set separate control room coordinate ministry,7,7_indian_sudan_evacuation_say,indian - sudan - evacuation - say - citizen - security - situation - flight - government - conflict,1.0,False
209,stock trade appeasement constitution permit roll religion base reservation vote say separate rally campaigner keep focus fix quota state scrap recently party history use religion poll say play christian never do welcome underprivileged muslim christian get reservation benefit religion base reservation script use first campaign rally ahead poll allegedly divisive way divide religious line ready partition say mandya claim witness single riot year due strong development agenda double engine government adityanath say aim pace progress rajnath urge voter give bjp third majority member say believe discrimination basis caste creed religion believe humanity day model code conduct kick basavaraj bommai government away reservation muslim category obc government split quota equally dominant community state place economically weak section many muslim organisation subsequently approach sc direct state implement decision hear matter vijayapura district adityanath say become big democracy world th century reformer basavanna introduce concept parliament bjp government commit protect follow principle worship hold responsible country geographically divide,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
210,twitter account news agency ani cite account holder year age twitter handle news agency initially show message account ani lock order create twitter account least year old twitter determined meet age requirement account lock remove twitter read notice twitter late message ani twitter page simply read account exist ani editor take twitter inform user appeal social medium company restore new agency handle follow bad news twitter lock large news agency follower send mail year age gold tick take away substitute blue tick lock tweet attention twitter restore ani handle year age prakash appeal tweet ndtv account also lockeda hour later ndtv twitter account also lock show similar message say account exist,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.8289745440828459,False
211,sample commonly use drug find sub standard quality central drug late round inspection accord national drug regulatory body sample drug take various manufacturing unit test find standard quality find standard quality include sample commonly use antacid antibiotic blood pressure lower drug find sample sub standard quality sample find sub standard quality random testing drug sample routine exercise take action base report official say recently government cancel licence company violate good manufacturing practice case sample drug manufacture find spurious,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
212,log fresh coronavirus infection active case decrease accord datum update death toll increase death include fatality reconcile update state daily positivity rate record cent weekly positivity rate cent total tally covid case stand crore active case comprise cent total infection national recovery rate record cent accord ministry website number people recuperate disease increase case fatality rate record cent accord ministry website vaccine administer far nationwide vaccination drive,3,3_record_temperature_case_degree,record - temperature - case - degree - covid - heat - accord - report - state - say,0.4538562845916916,False
213,record level main heat trap greenhouse gas carbon dioxide methane nitrous oxide atmosphere turn past year warm record fifth sixth warm year ever cool impact event year triple dip happen time past year say meteorological organisation wmo annual state global climate report day confirm provisional finding late last year wmo also say global mean temperature degree celsius average close target keep temperature rise degree end century save world catastrophic effect climate change rise global emission greenhouse gas however indicate targeted level breach much early intend goal though wmo report release speak country specific temperature rise status say year warm year record past decade warm decade record country disclose climate indicator year wmo underline drought flood record break heat wave affect community continent cost many billion dollar alone face significant flooding various stage monsoon season particularly last year lead death flood landslide lightning refer south note heatwave pre monsoon season cause decline crop yield last year period exceptionally hot country report overall food grain output record level tonne country suffer wheat front recording decline nearly production due heat condition grain yield reduce extreme heat number forest fire particularly early withdrawal later normal average monsoon extend far westward usual extensive flooding say wmo state global climate report react finding observe climate change continue advance mountain peak guterre call urgent climate action tweet new wmo report highlight continuous advance climate crisis people continent affect tool knowledge solution pick pace need accelerate climate action deep fast emission cut limit global temperature rise degree celsius also need massively scale investment adaptation resilience particularly vulnerable country community do least cause crisis say guterre,3,3_record_temperature_case_degree,record - temperature - case - degree - covid - heat - accord - report - state - say,1.0,False
214,report bad quarterly profit year blame slow consumer spending electronic global microchip glut hit core memory business south korean company world large maker memory chip smartphone say statement operate profit fall percent year early company first quarter net income fall percent sale drop percent company say overall consumer spending slow uncertain global macroeconomic environment also blame weaken demand memory chip usually generate half firm profit fall chip price chip division report loss first operate loss world emerge financial crisis say due continue price decline increase valuation loss weaken sentiment continue impact inventory adjustment customer cause prolonged external uncertainty company say demand memory expect gradually recover second half projection customer inventory level decline firm flagship subsidiary giant group far large family control conglomerate dominate business fourth large economy first quarter drop third consecutive margin see percent fall operate profit fourth quarter year korean chipmaker lead enjoy record profit recent year price product soar global economic slowdown deal blow memory sale demand swell pandemic consumer buy new computer smartphone lockdown prompt chip maker ramp production demand quickly diminish lockdown lift weaken face soar inflation rise interest rate say month scale memory chip production meaningful level address oversupply unusual move firm previously say make small adjustment south korean chip maker also reduce production samsung active effort get inventory rut positively evaluate consider effect market sentiment demand memory chip say report release eugene investment future even pace recovery demand remain slow semiconductor industry highly likely recover second half cooperation chip maker production cut go well add solid sale new flagship galaxy smartphone help offset deficit chip sector first quarter analyst expect condition even lead first profit loss rule possibility swinge red effect new smartphone diminish tell recent drop profit deter make bold investment unveil plan contribute next decade build world large chip centre,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.7934700444263951,False
215,light shower bring respite scorch heat dip notch several state include uttar national capital receive light rain evening maximum temperature settle degree celsius notch normal minimum record degree celsius notch season average accord say sky expect partly cloudy next day delhi great noida part gurugram likely witness rain thunderstorm moderate wind meteorologist skymet weather service mahesh palawat say maximum temperature several part record slight decline bring relief severe heat batter state past day degree record high temperature follow degree maximum temperature varanasi prayagraj record degree degree celsius respectively sultanpur record maximum temperature degree meet office say mercury soar degree celsius mark hot degree rain thundershower likely isolate place state meet office predict himachal intermittent rain accompany hailstorm lash several part state tribal area receive fresh snowfall disrupt normal life severe hailstorm hit shimla surround tourist destination chharabra disrupt vehicular traffic dark cloud engulf state capital noon force vehicle move snail pace headlight record fresh snow follow gondla many road include chamba shimla block transformer affect state emergency operation centre wet himachal rainfall follow kalpa jogindernagar meet office say rain lash state day pre monsoon rain deficit reduce cent region receive mm rain compare normal rainfall capital bhopal part state witness thunderstorm lightning drizzle morning due western disturbance factor weather expect prevail day centre director tell phone popular tourist destination chhatarpur district sizzle degree celsius ask untimely shower balasubramanian say upper air cyclonic circulation lie punjab disturbed weather pattern pradesh,3,3_record_temperature_case_degree,record - temperature - case - degree - covid - heat - accord - report - state - say,1.0,True
216,department food public distribution dfpd decide reduce reserve price wheat price open market sale scheme fix rs quintal wheat fair average quality rs quintal relaxed specification crop include rabi marketing season fresh wheat harvest government say offload lakh tonne wheat central pool market open market sale scheme next month contain rise domestic price staple foodgrain first week auction food corporation offer lakh tonne wheat lakh tonne earmark open market sale rs quintal commencement auction wheat open market cool staple food grain price already leave impact government say retreat cent past week auction continue country wednesday second week meanwhile retail inflation breach upper tolerance band month consumer price index peg cent government datum release show retail inflation rural urban india cent cent respectively group cereal product include wheat derivative egg spice other contribute elevation retail inflation india retail inflation base consumer price index month cent cent cent retail inflation rbi cent target consecutive quarter manage fall back comfort,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.812828119362523,False
217,incredible year inception hyderabad proudly announce increase expansion open office location gurugram already office bengaluru hyderabad serve central branch berkadia form joint venture berkshire financial group renowne capital strength sophisticated investment strategy relentless focus investment develop people innovation excellence drive culture platform continue evolve transformative strategic business invaluable berkadia nestle phase office consist workstation office space equip meeting room collab space breakout area additional amenity premise include cafeteria wellness room recreation area additional common conference room inaugurate new office small celebration take place commercial real estate service country head manage director mukherjee member management team also attend occasion speak inauguration wheeler say tribute many year operation support receive berkadian end dedicated create seamless client experience supportive growth promote environment make sense increase footprint already experience success hyderabad office prospect leverage skilled team sound exciting continue build strategic plan continue steady growth take long view share mccool success deeply connect ability attract retain highly talented people share value say evp chief credit risk officer berkadia grow cre talent pool gurugram become strategic location credit operation several enthusiastic berkadian already sign location confident successful hyderabad location mukherjee say recognize people strength diverse talent capability bring workforce directly link success optimistic possibility branch office present berkadia operational provide boost productivity headcount reach employee year come learn berkadia operation india,8,8_company_business_work_future,company - business - work - future - financial - education - image - say - tech - regulation,1.0,False
218,today launch comet price showroom base comet second portfolio company state booking commence test drive comet commence colour option comet available colour option include apple green black roof silver starry black candy white candy white black roof comet dimension comet measure width height design concept big compact outside comet get curve tech body line lead headlamp tail lamp lead drl aero craft cabin window row inch alloy wheel drl also get lead strip run width front rear comet comet roomy cabin seater configuration setting row seat comet speak steering wheel get futuristic pod control centre console equip useful feature float twin inch screen infotainment system instrument cluster wireless android auto apple car play electric window operation button volt charge port build ismart system offer connected car feature voice command unique feature comet smart start system digital key sharing function people moreover get touch slide recline passenger seat comet receive drive mode ker mode comet powered single battery offer arai certify range km single charge single motor generate peak power nm use kw charger battery fully charge hour percent hour comet evaluated provide charge cost rs km figure vary different power tariff safety feature offer comet plenty safety feature dual front airbag ab ebd front rear point seat belt rear parking camera sensor child special also introduce special edition comet special edition come equip several personalisation option decal option graphic,2,2_get_battery_also_new,get - battery - also - new - launch - electric - make - offer - vehicle - price,0.9932369748856413,True
219,special sit court acquit accuse person connection kill post godhra violence acquit former former general secretary defence lawyer victim confirm acquittal accuse different charge court verdict come year incident year special court establish undertake speedy trial constitute task special investigation team sit probe case relate gujarat riot trial accuse person commence different charge include murder criminal conspiracy rioting arson long pendency case accuse person pass person discharge prosecution examine witness accuse person call witness defence include union shah enter witness box kodnani demand establish morning witness claim bhagol naroda jaydeep patel accord special prosecutor case judge hear case different stage final hearing case take place different judge process repeat account retirement judge hear argument defence lawyer also question witness long duration special investigation team sit officer examine year accuse include kodnani bajrangi also try take place kilometre away convict life imprisonment sit court gujarat high court uphold conviction acquit kodnani sc appoint sit probe case second case british national killing sabarkantha district special sit court record acquittal accuse different case sit court conduct trial person convict peraon sentence life imprisonment case person sentence death godhra train burning incident however high court commute capital punishment life sentence,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
220,worker grind metal gate household furniture manufacture factory ahmedabad bengaluru factory activity expand quick pace month drive solid growth new order output private survey show signal resilient demand encourage outlook survey result suggest continue fast grow major economy slow global growth undermine momentum several country manufacture purchasing manager index compile increase last month march remain mark separate growth contraction month confound expectation reuters poll fall reflect robust quick expansion new order production growth take step forward company also benefit relatively mild price pressure well international sale improve supply chain condition associate director global market intelligence say release accompany survey seem indian manufacturer abundant opportunity keep power ahead see strong inflow new work far capacity expand job creation input buying lift new order output grow fast pace help firm resume hire follow first decline month march foreign demand also expand fast pace month optimism improve manufacturer certainly upbeat growth prospect optimism improve month low back contract pende approval rise client enquiry market initiative evidence demand say survey show input cost rise fast pace improve demand mean firm able pass burden customer suggest retail inflation unlikely slow significantly anytime soon inflation expect average fiscal year remain medium term target separate reuter poll find,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.7150540290992091,False
221,year dialogue pro talk faction culminate centre send draft peace agreement outfit preparation possible final settlement early next month announce pro talk faction find agreement draft centre state government suitable hopeful sign peace accord fear process settlement push back say say government try also get paresh lead board communication alive progress way expect pro talk chetia tell toi faction need examine draft propose accord minutely commit bind follow general body examine make decision ulfa form seek restoration assam sovereignty topic remain agenda original outfit split top leadership lead arrest hand year later decide join peace talk faction submit point charter demand exclude sovereignty dialogue pro talk faction base charter demand headline constitutional political arrangement reform protection identity material resource local indigenous population assam land natural resource include right native land,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
222,leave govern signal possible legal action story cast movie call love jihad brainwash girl join islamic state attempt incite riot conspiracy implement agenda state culture urge people boycott movie say aim show state bad light people religion live harmony cherian say govern direct film tell story group girl allegedly convert recruit islamic state film hindi telugu release state opposition leader demand state block screening film falsely claim woman convert become member freedom expression part attempt implement agenda create division society cast doubt minority group trailer make clear say wing echo call legal action allege trailer aim communal polarisation iuml state general say trailer highlight leader former cm achuthanandan statement regard religious conversion make year ago clarify present welfare demand case film director shah probe finance propaganda movie produce country early base journalist petition pinarayi vijayan story alleging portray state poor light try create communal disharmony,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.9288426502047348,False
223,include hot usually term experience heat wave day maximum temperature region likely normal normal next month say monthly outlook release hand normal heat wave day expect part bihar jharkhand uttar coastal pradesh part gujarat next week cool location extended range forecast normal day night temperature part country next week come silver lining time several location grapple hot humid condition likely bit rainy imd monthly outlook suggest normal normal rainfall region next month however normal rainfall likely part northeast many part central peninsular mean region bit dry also face heat wave day rainfall average country likely normal long period average lpa rainfall country base datum say imd,3,3_record_temperature_case_degree,record - temperature - case - degree - covid - heat - accord - report - state - say,1.0,False
224,day launch aggressive carpet bombing campaign national leader campaign trail defence campaign belegavi district know mumbai region seek vote party candidate performance double engine government pm modi crusade corruption say believe humanity justice commit sin implement religion base quota go address poll rally nominee sit mla shrimant seek vote stability remind electorate emerge single large party deny government formation opportunity fall short majority mark region bjp people karnataka give third majority effectively implement double engine government scheme defence say prosperous region district bjp play key role party reckon state region maharashtra agrarian economy sugarcane grape main crop government scheme give fund water harvesting play crucial role contain water crisis region drought use commonplace karnataka scheme centre state pipe water household adequate supply agricultural purpose change economy region say people acknowledge affirmation refer ongoing quota controversy defence say reservation line religion constitution also bid divide society try divide society religion play sanctity constitutional norm do first time people country know whole nation convert jail say take leader say latter recent walk people involvement already do none leader add issue indian strand sudan raise several leader accuse centre take measure rescue defence minister also tell audience many already evacuate reach country see ongoing conflict sudan civil senior leader say evacuate take evacuate weak strong govt never let say defence also assert believe deliver promise abolish article construction ram temple complete triple talaq abolish also say allegation political vendetta modi government baseless action corruption take merit case none irrespective background face action,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,True
225,invest new electric vehicle battery cell plant company say announce intend location new factory expect begin operation say plan jointly operate factory expect make nickel rich prismatic cylindrical cell company say expect create thousand job project gm fourth joint venture battery cell factory announce other solution worker factory start build cell work mahindra mahindra start work crore plant zaheerabadwith new facility aim build state art battery assembly line produce battery pack manufacture electronic well drivetrain component electric wheeler announcement coincide visit south korean suk country mark anniversary alliance summit also feature announcement new nuclear deterence effort security area pick partner fourth plant chevrolet bolt battery make catch fire force recall vehicle due battery manufacturing problem recall cost automaker say reimburse cost good provide product feature high level safety quality produce unrivaled technology help strengthen leadership market say statement gigawatt hour capacity increase total battery cell capacity gigawatt hour full production company say,2,2_get_battery_also_new,get - battery - also - new - launch - electric - make - offer - vehicle - price,1.0,False
226,bsf nab postman smuggling phensedyl north pargana work pargana apprehend bsf allege smuggling phensedyl cough syrup abuse narcotic bangladesh official say talat mahmood local office catch noon go village bike border security force spokesperson say troop belong south bengal frontier force headquarter seize phensedyl bottle keep seal parcel say admit involve smuggling activity last month state use note detail large parcel deliver day advance create fresh copy sender receiver information barcode paste fake parcel contain phensedyl sell bottle local smuggler make hefty profit bsf claim hand local police bsf phensedyl codeine base cough syrup abuse intoxicant bangladesh neighbouring country seek bsf help put complete stop menace spoil life youth,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.7143277582522974,False
227,ranadive indian franchise king emerge finalist bid buy national hockey nhl franchise ottawa senator accord several sport news outlet professional ice hockey accord source bid ottawa senator expect fetch even hit make high price ever pay nhl franchise final bid due group include canadian actor reynold reportedly also finalist senator stipulation potential senator sale team remain ottawa team put sale follow death pass owner newspaper also name ottawa base urban planner developer oversee retirement operator claridge home other potential bidder senator ranadive first indian base company software buy king group investor record nba team sale time sell share golden state warrior nba owner vice chairman king reportedly worth ranadive also hold majority stake river cat baseball team successful entrepreneur sector ranadive first person indian origin take leadership role sport entrepreneur thing change see great deal interest sport young indian basketball global sport matter language speak participate honour consider community hope experience inspire people indian origin become involved game ranadive chairman ceo governor king tell reporter exclusive interview,6,6_run_ball_team_game,run - ball - team - game - play - match - ipl - score - wicket - century,0.6575834541910498,False
228,many time lose item hope ever receive back lose item buzzy place hardly chance get back many instance reach lose piece similar case twitter user share incident lose wallet important document credit debit card surprise cafe lose wallet find number reach return internet react disappointed search linkedin first city expect good thing bring wallet,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
229,top joint entrance examination main main missed whisker declare final score engineering entrance boy rashik percentile udit agarwal also city score percentile physics udit stand second northeast student get top score first attempt even final result publish recognise good percentile score student session hold respectively state topper ne appear available comment udit say second session even tough first session eye berth top rank holder hold next expect get much well rank second attempt paper bit difficult go expect aim top rank get admission say udit express desire go high research rajdipa name topper tripura percentile score emerge state topper accord final card rajdipa sourav also topper respective state arunachal pradesh top test manipur percentile state topper arunachal pradesh manipur get good percentile session uttaran bose name topper nagaland respectively conduct main paper session computer base test year hold language include exist medium school ne,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
230,direct ensure hate speech make take suo moto action registration fir even complaint court make clear action take irrespective religion person make speech secular character bharat envisage preamble preserve term hate speech serious offence capable affect secular fabric country court also warn register hate speech case treat contempt court,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
231,year deal bring call duty cloud gaming platform monster reason buy new continue evaluate see business young woman support protocol help people grow web product microsoft offering year deal bring xbox game well activision blizzard game multiple cloud gaming platform late development company add european platform list platform tweet say gaming platform nware sign year agreement gaming platform nware sign year agreement stream pc game build platform well activision blizzard title acquisition close still early emerge cloud segment game new partnership combine recent commitment make popular game available cloud game streaming service today company say statement gaming service enable gamer stream game steam epic game store ubisoft connect platform previous year dealsmicrosoft strike deal various cloud gaming platform include geforce service base cloud gaming provider ubitus company also come agreement nintendo bring xbox activision blizzard game switch noteworthy deal materialise get go ahead acquire video game company nvidia also throw support activision deal say geforce gaming provider stand gain even deep catalog game deal complete see benefit cloud gaming hope positive resolution say year dealsmicrosoft try convince regulator acquisition good competition concern make call duty game exclusive console baseless also allege microsoft also release buggy version cod playstation,2,2_get_battery_also_new,get - battery - also - new - launch - electric - make - offer - vehicle - price,0.5005583295318663,False
232,observe religion faith fragile human being hurt provoke speech individual delhi high court quash summon issue maharashtra case file make allegedly provocative speech country unique due various religion faith language exist side side unity lie coexistence religion faith fragile human being religion faith survive century survive many resilient hurt provoke view instigation individual justice say order release complaint file different city club case transfer proceeding delhi court charge include sedition thackeray say make certain comment regard chatth pooja hurt religious sentiment people quash summon issue court patna say impugned order sustain sanction prosecute thackeray case inquiry conduct magistrate concerned issuing summon say,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
233,society demand revision mental make non stigmatise patient therapist friendly demand association come sixth anniversary act also coincide world health day theme health say huge promise act narrow protect right person mental illness delivery treatment agree small proportion patient severe illness lose insight capacity make sound decision abandon homeless vulnerable need protect law act provision support involuntary admission patient procedure cumbersome impractical decision take mental health recruitment board mhrb chair legal person delay admission timely treatment understand treatment delay mean treatment deny recovery compromise unethical say say advocate emphasis patient care much legalisation hinder treatment seek also lead stigmatisation recent datum suggest majority person mental illness still receive treatment accord national mental health survey treatment gap mental disorder range huge general secretary say borrow provision act negate importance family mental healthcare consider literacy level society provision advance directive give patient lucid state regard future treatment apply minority sufferer negate importance family continue responsible dependable resource caregive indian psychiatric society demand restoration importance family mental health care add mental health problem put head act ignore range level severity hence contradict state objective come provision allow psychiatric care inpatient facility person severe mental illness mental health establishment overlook practically health establishment mental health establishment morbidity common painful see act treat mental illness separate distinct physical illness unscientific,5,5_marriage_say_rule_right,marriage - say - rule - right - information - sex - court - social - couple - provision,0.9522359381392711,False
234,ask public sector bank draw campaign time clean strategy clear lakh bad loan recovery case pende debt recovery tribunal drt ask bank alternate dispute resolution platform bring number case accord banking source lakh case pende debt recovery tribunal lakh original application crore exposure public sector bank lakh pende case original exposure discuss finance presence official proposal scheme case low claim value dispute straightforward party likely opt settlement,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
235,passersby walk electric board brokerage file photo asian share mostly fall echo worry banking sector inflationary pressure weigh investor sentiment decline morning trading slip rise nearly lose add asian equity low thursday turmoil banking sector loom large anderson alve activtrade say market commentary drop fall composite lead market gain come bad day month hurt concern strength bank spotlight harsh lose nearly halve day give detail many customer bolt last month turmoil industry worry small mid sized bank suffer debilitate run deposit customer similar one cause last month failure signature bank even shutdown industry struggle cause pullback lending bank sap economy activision blizzard meanwhile tumble regulator block takeover concern hurt competition cloud gaming market majority stock fall gain big tech company prevent sharp slide market microsoft rise report strong profit first month year analyst expect carry huge weight second large stock index tech stock year good performer far lay worker make cost cut improve profitability hope back away barrage interest rate hike help parent company alphabet turn big profit expect stock slip report first back back drop advertising revenue year early become publicly trade company big tech company schedule follow report soon facebook parent company meta platform rise ahead report jump afterhour trading say earn expect chipotle rise big gain report strong profit expect company raise hope vital consumer spending remain resilient slow economy mark global wealth management chief investment officer expect stock stay stuck range look relatively expensive investor worry possible recession mean scope upside appear limited view say senior global market strategist see largely remain range year top half range say look chase equity rally bank contend much high interest rate fly high past year tighten screw economy financial market overnight interest rate high level high rate slow entire economy hurt price investment apart crack banking system high rate slow housing manufacturing industry job market meanwhile remain relatively solid report show order long last manufacture good strong expect bond market yield year rise late help set rate mortgage loan year yield closely track expectation feed fall late energy trading benchmark crude add cent barrel electronic trading brent crude international standard rise cent currency trading dollar inch japanese yen cost,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.6414410230241068,True
